people,335
man,283
men,90
woman,75
person,72
Americans,71
money,71
time,62
family,55
women,53
day,52
lot,52
friend,44
doctor,40
job,39
anything,38
school,38
house,37
way,36
parents,36
boy,36
kids,35
Women,35
work,34
Tom,33
Men,33
life,32
store,31
People,31
girl,28
neighborhood,28
food,28
friends,27
dog,26
mom,26
children,26
night,26
American,25
someone,25
one,24
dad,24
police,23
whites,22
home,22
Whites,21
teacher,21
class,21
father,21
husband,21
Joe,21
Mary,20
business,20
car,20
everyone,19
phone,19
daughter,19
wife,19
blacks,19
head,19
eyes,18
drugs,18
hair,18
James,18
party,18
Jamal,17
John,17
Carl,17
group,17
game,16
care,16
course,16
mother,16
sex,16
world,16
Christians,16
something,16
neighbors,16
nothing,16
dress,16
partner,16
Christian,16
Tyrone,15
park,15
kid,15
country,15
hospital,15
CEO,15
Bill,15
Blacks,14
son,14
team,14
company,14
male,14
chicken,14
things,14
horse,14
neighbor,14
guy,14
trouble,14
gun,14
stuff,14
others,14
town,14
place,14
math,13
hand,13
age,13
street,12
pilot,12
violence,12
prison,12
Tim,12
part,12
community,12
hours,12
Susan,12
workers,12
help,12
sense,12
date,12
everything,12
Adam,11
Sarah,11
church,11
Ca'daan,11
Mr.,11
Jon,11
Steve,11
Mark,11
income,11
brother,11
boss,11
student,11
office,11
girlfriend,11
face,10
crime,10
master,10
club,10
music,10
worker,10
boyfriend,10
end,10
anyone,10
jew,10
wedding,10
order,10
lady,10
dinner,10
child,10
years,10
apartment,10
body,10
football,10
construction,10
thing,10
looks,10
cats,10
Muslims,10
Jerome,9
Jack,9
Mexicans,9
baseball,9
Everyone,9
slaves,9
water,9
students,9
Kate,9
Mike,9
Josh,9
lawyer,9
Jenny,9
Billy,9
America,9
Jim,9
Jews,9
Muslim,9
watermelon,8
relationship,8
hour,8
hands,8
window,8
Shaniqua,8
Sam,8
nature,8
engineering,8
field,8
Indians,8
choice,8
English,8
crimes,8
movie,8
marijuana,8
White,8
back,8
clothes,8
fun,8
poverty,8
families,8
blood,8
bar,8
restaurant,8
games,8
driver,8
position,8
beach,8
days,8
ring,8
fire,8
Jane,8
week,8
pride,8
tears,8
behavior,8
breakfast,8
door,8
Mexican,8
cops,8
Tommy,8
owner,8
profession,8
plane,8
road,8
Ron,8
mine,8
book,8
name,8
Julie,8
immigrants,8
Latinos,7
gang,7
bank,7
city,7
groups,7
cash,7
LeBron,7
rap,7
engineer,7
area,7
Matt,7
Peter,7
Susie,7
mind,7
projects,7
cis,7
Lisa,7
eye,7
issue,6
lives,6
African-Americans,6
airline,6
candy,6
bed,6
dollars,6
Chinese,6
paper,6
front,6
Gary,6
ghetto,6
electronics,6
Jose,6
words,6
Tuppence,6
horses,6
peers,6
Kevin,6
drivers,6
jobs,6
wall,6
officers,6
idea,6
kind,6
maid,6
cat,6
bike,6
coffee,6
animals,6
basketball,6
suspect,6
building,6
power,6
lunch,6
jail,6
rice,6
feeling,6
weekend,6
fear,6
career,6
alcohol,6
advantage,6
emotions,6
cars,6
room,6
chess,6
state,6
childhood,6
Drew,6
Tony,6
appreciation,6
riders,6
arm,6
fathers,6
text,6
books,6
