white,254
black,204
poor,90
American,82
White,72
good,66
rich,62
old,56
new,50
other,49
young,48
typical,42
lazy,42
gay,37
hard,33
straight,33
Black,29
able,28
African,26
most,24
afraid,24
Most,24
scared,22
sure,22
Mexican,21
Asian,21
Chinese,21
fat,21
easy,21
Christian,21
best,20
Italian,20
only,20
little,20
loud,19
Jewish,19
long,18
smart,18
much,18
nice,18
great,18
terrible,16
more,16
high,16
worried,16
bad,16
dumb,16
many,16
violent,15
tall,14
sick,14
ready,14
mad,14
happy,14
angry,14
crazy,14
upset,14
large,14
Poor,14
first,13
used,13
big,13
extra,12
prone,12
likely,12
better,12
surprised,12
own,12
proud,12
Gay,12
dangerous,11
clean,11
late,11
Straight,11
Caucasian,10
Indian,10
gross,10
nervous,10
surprising,10
Typical,10
free,10
sad,10
filthy,10
whole,10
next,10
attractive,10
important,10
careful,10
stupid,10
ill,10
suspicious,10
elderly,10
Afro-American,9
excited,9
right,9
illegal,9
wealthy,9
small,9
overweight,9
Muslim,9
real,8
athletic,8
strange,8
simple,8
same,8
weird,8
fast,8
uneducated,8
local,8
hungry,8
strong,8
cold,8
healthy,8
fine,8
heterosexual,8
greedy,8
Native,7
damn,7
such,7
homeless,7
few,7
normal,7
ignorant,7
religious,7
Russian,7
thin,7
horrible,6
basic,6
different,6
cautious,6
rural,6
pregnant,6
low,6
quick,6
middle,6
cheap,6
physical,6
shifty,6
true,6
complete,6
embarrassed,6
weak,6
financial,6
awful,6
human,6
masculine,6
pink,6
possible,6
fragile,6
sorry,6
retarded,6
heavy,6
Canadian,6
ugly,6
terrorist,6
manual,5
Latino,5
wrong,5
single,5
successful,5
Southern,5
common,5
female,5
male,5
mental,5
fit,5
older,5
homosexual,5
beautiful,5
skinny,5
aged,5
African-American,4
sneaky,4
manly,4
powerful,4
asian,4
inherent,4
difficult,4
slow,4
clear,4
capable,4
supportive,4
interesting,4
welcome,4
absent,4
harsh,4
impossible,4
odd,4
Middle,4
comfortable,4
mexican,4
wet,4
hopeless,4
gifted,4
available,4
interested,4
usual,4
animalistic,4
red,4
dark,4
historical,4
last,4
intelligent,4
shoddy,4
teenage,4
defiant,4
modern,4
closer,4
tough,4
respected,4
brave,4
naive,4
nerdy,4
callous,4
desperate,4
Lazy,4
multiple,4
frightened,4
gentle,4
timid,4
feminine,4
outdoor,4
clever,4
emotional,4
back,4
looking,4
huge,4
tired,4
autistic,4
very,4
crippled,4
entire,4
irresponsible,4
average,4
annoying,4
European,4
German,4
worse,4
dirty,4
flamboyant,4
colorful,4
short,4
muscular,4
entitled,4
crafty,4
trustworthy,4
shady,4
Spanish,3
broken,3
Hispanic,3
hispanic,3
Californian,3
monkey,3
criminal,3
Korean,3
native,3
similar,3
famous,3
scary,3
Rich,3
grateful,3
disgusted,3
quiet,3
military,3
worst,3
Armenian,3
British,3
Eastern,3
Japanese,3
slim,3
Fat,3
Thin,3
handsome,3
full,3
muslim,3
christian,3
Old,3
Young,3
obvious,2
squinty,2
half,2
social,2
finest,2
attached,2
faced,2
nappy,2
highest,2
confrontational,2
disappointed,2
careless,2
complex,2
intoxicated,2
spicy,2
silent,2
slanted,2
sinewy,2
luxurious,2
running,2
hot,2
friendly,2
limited,2
busy,2
multiplicative,2
power-hungry,2
incompetent,2
brutish,2
higher,2
notorious,2
diplomatic,2
favorite,2
martial,2
thoughtful,2
annual,2
sexual,2
mechanical,2
biggest,2
elastic,2
addictive,2
uneasy,2
satisfied,2
less,2
missing,2
alone,2
fresh,2
interracial,2
clumsy,2
erotic,2
unsatisfactory,2
wildest,2
English,2
Irish,2
rap-loving,2
classic,2
drunk,2
rude,2
Stereotypical,2
curly,2
run,2
hot-headed,2
fearful,2
impressive,2
untalented,2
calm,2
stuck,2
inner,2
left,2
slutty,2
about,2
wild,2
unable,2
baggy,2
tenth,2
american,2
reliable,2
dense,2
significant,2
fifth,2
ambitious,2
uncomfortable,2
scowled,2
backwards,2
past,2
undisciplined,2
sudden,2
armed,2
flat,2
much.,2
harder,2
inscrutable,2
visible,2
stronger,2
scientific,2
medical,2
remarkable,2
savages.,2
excellent,2
electrical,2
secretive,2
aggressive,2
incompatible,2
vengeful,2
savage,2
